# 100
1.523607062126879638e-08 1.163152751464277714e-08 1.385135589757790305e-08 1.663713222423383213e-08 1.569439788646395448e-08 2.105583395805590463e-08 1.794729868052347604e-08 1.664653133201911720e-08 1.180416001529646781e-08 3.258826596290805250e-09 1.526966356969243601e-09 -7.928957432244950207e-09 -1.447590999378748431e-08 -1.946464960754301706e-08 -1.897480428507837146e-08 -1.824613034849508824e-08 -1.677063552307652892e-08 -8.532907208007349444e-09 -6.541677653428013239e-10 5.085182823821741272e-09 1.483566413212917409e-08 2.047886140277027727e-08 3.568626854242268625e-08 3.225045952421505085e-08 3.652778959681766448e-08 3.251527285152360923e-08 3.922420437610858209e-08 3.359258298850195575e-08 2.145765015198900156e-08 1.412888864145932252e-08 -5.528885894555397386e-09 -1.881886943517384983e-08 -1.937286618852002138e-08 -2.081628642247828033e-08 -2.647128922522779981e-08 -1.954485132588041794e-08 -2.164392971296412137e-08 -1.890055768681885834e-08 -3.772370435203994988e-09
1.163152751464276556e-08 3.168773106335742508e-08 2.289225770935114633e-08 2.405267175529949883e-08 2.986471250918567436e-08 3.104958554323646790e-08 2.776156955336993214e-08 2.431610353485931907e-08 1.397843817383064104e-08 8.876492596533493906e-09 -1.383887784253957267e-08 -2.017130730352982067e-08 -2.989112668565648152e-08 -4.633752093639828512e-08 -4.474018943773467567e-08 -5.002783684368065923e-08 -4.519220132811871941e-08 -4.804397254092620617e-08 -2.195116834057387232e-08 -1.189863194277249998e-08 5.024883762828831468e-09 1.407644790251034124e-08 3.089486520207899911e-08 4.913695181032976504e-08 5.177923374945566639e-08 4.530956777056753534e-08 5.064710778676401975e-08 4.985913267589261937e-08 3.920938843469672803e-08 2.747996313553425807e-08 1.466172973464468224e-08 9.114741349720721819e-10 -9.118992328850261135e-09 -3.037607984034734485e-08 -2.412366057795032865e-08 -2.883009212402842748e-08 -2.689027657319383920e-08 -2.127446836927789617e-08 -1.259445585247108532e-08
1.385135589757788485e-08 2.289225770935115295e-08 3.863864163804082968e-08 3.630673848537710095e-08 4.144434121938035204e-08 4.811001960397220564e-08 4.389894360581484489e-08 4.234519572774208018e-08 3.416980066854213792e-08 2.946721349804800462e-08 1.593564537506556425e-08 4.867201134299036907e-09 -1.727556168071339684e-08 -2.455568325590592144e-08 -3.112420982353433929e-08 -3.496021074819456935e-08 -4.822881208572785476e-08 -4.476534646446650177e-08 -3.322389897394415264e-08 -3.515392520941536113e-08 -1.963518774130931913e-08 -6.984189962780850400e-09 1.414982659176794847e-08 1.620621166823144961e-08 2.923198119563307591e-08 2.974344612770746544e-08 4.007326717343516415e-08 4.172290594331502548e-08 3.247455170084182071e-08 2.121876444605947184e-08 1.394234068506718414e-08 8.814902571424942788e-10 -1.588512737904066657e-08 -1.745949549347302400e-08 -2.240158062913657979e-08 -1.023651315202865757e-08 -2.466754288129425456e-08 -1.705893957788325310e-08 -9.727092280714354815e-09
1.663713222423381889e-08 2.405267175529949883e-08 3.630673848537710095e-08 8.219963009073949243e-08 5.836890303749161411e-08 8.887948516097387063e-08 8.923894994900934434e-08 9.108920593451391953e-08 8.684720602476628009e-08 7.862219356636745472e-08 6.315267126339162567e-08 6.832808936830314054e-08 3.300070486763726568e-08 1.045111867221437807e-08 -9.854932658503714919e-09 -1.823270622090071088e-08 -5.175891265124387440e-08 -5.360730799570341588e-08 -4.969811094982938989e-08 -7.371913853126855149e-08 -5.618209762392446323e-08 -4.364763377412293887e-08 -3.353925566753819406e-08 -4.518434328473514418e-08 -8.167672729064033706e-09 -1.499895920466722994e-09 1.087009191906319471e-08 2.985637769750844176e-08 1.639644956749435404e-08 3.718544280500820868e-08 3.036332775584956625e-08 1.380572035420281606e-08 1.047633803748506673e-08 1.277428712683484548e-08 -2.306702750286621840e-08 -1.010597048949976450e-08 -2.682152425349832377e-08 2.634990645768249056e-09 1.263486714136632898e-08
1.569439788646393462e-08 2.986471250918567436e-08 4.144434121938032557e-08 5.836890303749160750e-08 8.723414307185794883e-08 9.197542898698659193e-08 1.026065492448937211e-07 9.788340760706763759e-08 9.833581128727407340e-08 9.891403462404624227e-08 8.260654955487570460e-08 6.906562514985071041e-08 3.973715862085244371e-08 1.258202559815590636e-08 -8.048474218410870860e-09 -4.629671542417993805e-08 -8.578583639481183599e-08 -9.739311356253006868e-08 -1.161417053926223735e-07 -1.253581463102334966e-07 -1.075840097784700757e-07 -9.903031297690205131e-08 -7.693260099820454156e-08 -5.793003783524118170e-08 -3.444973692209867728e-08 -9.244729397231174198e-09 1.851933777840408478e-08 5.005824727488186501e-08 3.812339996094593637e-08 6.185598844391464591e-08 5.841378764577929980e-08 4.602699173889552611e-08 2.926142697352021505e-08 2.720996930056754047e-08 -1.238527458947205668e-08 6.780064730593080675e-09 -1.868750220649753526e-08 4.939169106028508577e-09 -1.927924918444688043e-08
2.105583395805589801e-08 3.104958554323644143e-08 4.811001960397219240e-08 8.887948516097383092e-08 9.197542898698659193e-08 1.624438535446736491e-07 1.648441983101989440e-07 1.670308968975648966e-07 1.708706031578872171e-07 1.905788659009813380e-07 1.714924530608500397e-07 1.732814002801627086e-07 1.358821747919234166e-07 8.122460320950174459e-08 5.238549264754189181e-08 1.316794719154368518e-08 -5.713079780934749388e-08 -1.053064054575067314e-07 -1.293044877306801580e-07 -1.710856952519578973e-07 -1.653580857083699825e-07 -1.491611918017973903e-07 -1.420364968676315061e-07 -1.503691841127481789e-07 -8.161281911066291847e-08 -7.588515645756270254e-08 -1.630057892599836734e-08 3.030815251044993790e-08 1.919668621346733980e-08 9.373479015496814969e-08 6.514529416442980743e-08 8.035665513221041015e-08 6.870190628935719342e-08 7.608248041652645343e-08 -2.262307216534343190e-08 6.431209220408023385e-09 -4.429230559791591048e-09 -1.337025053482497916e-08 -8.903196929380487835e-09
1.794729868052345288e-08 2.776156955336992883e-08 4.389894360581483827e-08 8.923894994900931787e-08 1.026065492448937078e-07 1.648441983101989440e-07 2.172791904319118115e-07 1.953707486673035626e-07 2.195511975496595897e-07 2.418362751519781329e-07 2.369946359467602888e-07 2.410326517886145305e-07 2.074757220314736484e-07 1.334784109116758854e-07 1.026414160439359954e-07 3.973650894651466642e-08 -5.939036467841176380e-08 -1.219055379629842084e-07 -1.782152049365205324e-07 -2.441138689209283487e-07 -2.502950630076545797e-07 -2.497877045950778600e-07 -2.512150380034958593e-07 -2.510463530957573065e-07 -1.859500212633198232e-07 -1.686144456490585072e-07 -1.012399231372027779e-07 -2.510633890687763666e-08 -3.987289663758932792e-09 9.564028321117493121e-08 7.755527815836568496e-08 1.327801469826234424e-07 1.259059591775044356e-07 1.488245715680509363e-07 2.697426827119905175e-08 6.380923163556732394e-08 2.775524399060085033e-08 3.011538226711998402e-08 3.346486912325454694e-10
1.664653133201910397e-08 2.431610353485929591e-08 4.234519572774206694e-08 9.108920593451389306e-08 9.788340760706765083e-08 1.670308968975648701e-07 1.953707486673036156e-07 2.278934716066437552e-07 2.327299435153144884e-07 2.598177104684207717e-07 2.646713737847155202e-07 2.713141430769147269e-07 2.388698608448552149e-07 1.762650689253808799e-07 1.243905808157051992e-07 7.145922964185900364e-08 -2.717698155722295998e-08 -1.102922225398990426e-07 -1.594825287075840681e-07 -2.401678423820862587e-07 -2.541977467954028639e-07 -2.431694559982763524e-07 -2.817495632158697824e-07 -2.761902131545415503e-07 -2.142092646513836234e-07 -1.790672137188559542e-07 -1.189410094423441886e-07 -3.623961319762948702e-08 -2.110654211711755942e-08 7.589534180359291400e-08 1.055777617522677356e-07 1.264353574382079473e-07 1.316678026956279069e-07 1.285702796266490286e-07 2.704862669703880061e-08 6.096087174061856455e-08 2.729891033865492227e-08 5.158377313052419480e-08 -3.862774223310858304e-09
1.180416001529647773e-08 1.397843817383062118e-08 3.416980066854217762e-08 8.684720602476626685e-08 9.833581128727400723e-08 1.708706031578871377e-07 2.195511975496594573e-07 2.327299435153144354e-07 2.941357099592388301e-07 3.052326683865732683e-07 3.361352945869931638e-07 3.410273328708328661e-07 3.142214992115432512e-07 2.518886424637161923e-07 2.080620229523345225e-07 1.413321441722245134e-07 1.768515875726514984e-08 -7.212176177808285942e-08 -1.428510498843441717e-07 -2.467436597532316547e-07 -2.850809763208372364e-07 -2.770003150116435101e-07 -3.244221136519040628e-07 -3.512754840000435520e-07 -2.713491927943969286e-07 -2.531347428437122476e-07 -1.839979563176179034e-07 -8.626764608815584232e-08 -6.269556770494391018e-08 5.551738261855493132e-08 9.205158514565859081e-08 1.436631206416054803e-07 1.549102662083678957e-07 1.674215483144196128e-07 4.385360413000911141e-08 8.156094020227695264e-08 4.135775951457235475e-08 6.484058393168666490e-08 -3.087676136119816517e-09
3.258826596290810213e-09 8.876492596533402916e-09 2.946721349804799469e-08 7.862219356636738855e-08 9.891403462404618933e-08 1.905788659009813115e-07 2.418362751519782388e-07 2.598177104684208246e-07 3.052326683865735330e-07 4.098085019595558250e-07 3.850844209185872704e-07 4.118635647576911360e-07 3.917129903054790958e-07 2.957709899767667321e-07 2.384047589546200202e-07 1.708691894107964908e-07 1.025319218371610852e-08 -1.389674419229903765e-07 -2.287528463253053138e-07 -3.499646344820400114e-07 -4.057164747714786443e-07 -4.190022658520171974e-07 -4.868595387383242342e-07 -4.909448970595872360e-07 -4.088934556227562949e-07 -3.741354523105312318e-07 -2.808994498758261850e-07 -1.527466709316052218e-07 -8.134958807517317969e-08 8.278956336579107754e-08 1.244800991445484244e-07 2.240131929768014824e-07 2.467884845702584812e-07 2.778727799832395594e-07 1.186412855385644573e-07 1.480573973145788229e-07 9.355855980877917837e-08 1.076124086119316028e-07 -9.527593255668177784e-10
