0.00893469 -97203.3 11152.4
0.0217775 -92745.8 5635.16
0.0346204 -88895.8 3124.6
0.0474632 -81090.2 2344.58
0.060306 -70230.6 2166.02
0.0731488 -58375.9 1721.15
0.0859917 -48558 1507.93
0.0988345 -44404.3 1320.58
0.111677 -43602.3 1250.21
0.12452 -38081 1100.21
0.137363 -21935 1053.87
0.150206 16.6307 800.35
0.163049 17084.5 892.91
0.175891 23793.1 880.27
0.188734 22480.5 731.417
0.201577 17039.2 803.453
0.21442 10939.1 699.509
0.227263 4952.21 612.198
0.240106 -436.848 599.634
0.252948 -4924.66 634.092
0.265791 -8211.76 550.683
0.278634 -9679.65 536.899
0.291477 -9212.34 551.568
0.30432 -7192.81 505.332
0.317163 -3918.32 561.188
0.330005 -424.47 484.876
0.342848 2534.13 438.201
0.355691 4632.51 485.732
0.368534 5705.44 429.23
0.381377 5547.86 422.299
0.39422 4500.29 392.316
0.407062 2772.88 373.765
0.419905 763.957 392.001
0.432748 -1309.5 385.328
0.445591 -2799.7 319.739
0.458434 -3691.54 360.265
0.471277 -3852.13 376.306
0.484119 -3343.45 300.947
0.496962 -2322.59 321.531
0.509805 -1023.02 299.116
0.522648 275.115 314.145
0.535491 1387.68 256.061
0.548334 2071.63 335.271
0.561176 2257.32 301.46
0.574019 1881.61 278.148
0.586862 1135.57 286.966
0.599705 120.978 284.276
0.612548 -948.659 294.186
0.625391 -2042.62 276.048
0.638233 -2715.42 320.42
0.651076 -3151.88 285.692
0.663919 -3244.18 270.432
0.676762 -2968.64 325.963
0.689605 -2506.32 326.229
0.702448 -2007.99 328.459
0.71529 -1604.12 301.288
0.728133 -1402.69 303.243
0.740976 -1476.04 328.062
0.753819 -1921.78 350.074
0.766662 -2571.26 346.198
0.779505 -3506.96 346.092
0.792347 -4531.38 347.887
0.80519 -5584.84 382.785
0.818033 -6592.63 360.174
0.830876 -7486 387.501
0.843719 -8237.25 404.77
0.856562 -8786.08 400.85
0.869404 -9289.86 383.276
0.882247 -9795.27 430.442
0.89509 -10379.4 430.614
0.907933 -11092.5 450.099
0.920776 -12063.8 461.958
0.933619 -13280.3 465.238
0.946461 -14736.4 484.243
0.959304 -16416.5 508.894
0.972147 -18312.3 479.364
0.98499 -20303.7 510.072
0.997833 -22370 507.703
1.01068 -24476.3 530.406
1.02352 -26599.2 540.051
1.03636 -28732.7 549.402
1.0492 -30902.2 590.041
1.06205 -33134 577.857
1.07489 -35509.7 594.26
1.08773 -38052.1 599.249
1.10058 -40799.3 598.437
1.11342 -43815.2 609.015
1.12626 -47047.5 644.522
1.1391 -50503.7 660.035
1.15195 -54123.5 637.1
1.16479 -57940.4 655.487
1.17763 -61846.3 668.327
1.19048 -65883.4 674.748
1.20332 -69932 699.365
1.21616 -74078.9 698.923
1.229 -78242.9 710.076
1.24185 -82483.6 693.904
1.25469 -86839.7 727.943
1.26753 -91253 724.462
1.28037 -95768.5 723.474
