0.00893469 -96046.746 879.66326
0.0217775 -95592.533 379.81691
0.0346204 -94799.379 236.15452
0.0474632 -93312.257 214.08479
0.060306 -91045.81 190.17321
0.0731488 -87243.519 171.89024
0.0859917 -80262.841 196.73139
0.0988345 -67204.616 202.59373
0.111677 -45335.488 269.89869
0.12452 -16233.316 371.42291
0.137363 11923.379 391.09698
0.150206 29835.885 375.8632
0.163049 33837.415 354.51264
0.175891 27174.228 310.5452
0.188734 15663.705 289.97309
0.201577 4093.0577 253.16272
0.21442 -5098.1257 210.55953
0.227263 -10708.287 192.47038
0.240106 -12647.146 183.57478
0.252948 -11303.408 172.76024
0.265791 -7685.9881 168.15744
0.278634 -3085.8708 164.70908
0.291477 1239.2035 174.45204
0.30432 4284.4265 137.27307
0.317163 5652.5622 178.56058
0.330005 5370.4402 165.52828
0.342848 3929.2454 137.64515
0.355691 1934.7871 141.69286
0.368534 -28.361901 138.28344
0.381377 -1526.8805 131.07114
0.39422 -2346.5181 107.62363
0.407062 -2450.4832 113.13916
0.419905 -2040.6007 101.38739
0.432748 -1273.805 97.51
0.445591 -468.35173 105.71168
0.458434 266.49945 112.88236
0.471277 747.8806 99.969342
0.484119 966.59223 95.40706
0.496962 903.07155 107.87624
0.509805 683.73059 106.54268
0.522648 355.14966 95.909509
0.535491 15.546278 86.181497
0.548334 -293.42489 89.55999
0.561176 -485.07279 93.302336
0.574019 -599.88758 90.595621
0.586862 -610.68951 77.405473
0.599705 -559.50299 81.598362
0.612548 -480.03525 81.614096
0.625391 -399.00574 77.264305
0.638233 -334.11482 78.522019
0.651076 -309.9579 71.435765
0.663919 -310.31417 75.488483
0.676762 -350.79636 86.366538
0.689605 -436.19018 79.071249
0.702448 -560.17955 80.52946
0.71529 -677.95318 79.127467
0.728133 -834.85352 79.438277
0.740976 -988.80338 68.543492
0.753819 -1148.505 82.089275
0.766662 -1303.2508 84.963618
0.779505 -1447.6959 77.055165
0.792347 -1596.2218 79.689752
0.80519 -1750.6187 82.871723
0.818033 -1907.955 81.106983
0.830876 -2083.1738 81.305522
0.843719 -2287.7151 76.753985
0.856562 -2515.3899 86.133337
0.869404 -2766.5471 85.191067
0.882247 -3055.57 98.329756
0.89509 -3355.5965 84.389165
0.907933 -3729.2245 84.656529
0.920776 -4110.3505 86.892272
0.933619 -4531.8155 80.701859
0.946461 -4974.9537 88.405361
0.959304 -5459.0032 94.936419
0.972147 -5960.8675 97.716833
0.98499 -6501.8492 89.755512
0.997833 -7053.8206 102.28591
1.01068 -7662.9013 97.724345
1.02352 -8303.1166 101.47709
1.03636 -8974.4485 106.03242
1.0492 -9706.1291 101.87226
1.06205 -10493.844 103.79918
1.07489 -11313.282 97.965469
1.08773 -12196.723 113.76628
1.10058 -13111.303 111.49884
1.11342 -14090.142 107.51992
1.12626 -15110.914 116.99947
1.1391 -16179.988 112.09177
1.15195 -17293.693 112.88656
1.16479 -18445.852 118.97187
1.17763 -19629.866 116.87874
1.19048 -20867.002 116.15227
1.20332 -22126.539 116.96979
1.21616 -23442.974 120.11245
1.229 -24785.328 124.03838
1.24185 -26159.909 120.84988
1.25469 -27569.287 115.3926
1.26753 -28994.204 117.59537
1.28037 -30450.678 123.93683
